product_name_c_1,product_name_c_2,name_similarity,seller_website_c_1,seller_website_c_2,url_similarity,description_c_1,description_c_2,description_similarity,product_category_c_1,product_category_c_2,category_similarity
bizo,bizom,88.88888888888889,,bizom.in,,,"bizom - is an intelligent yet easy to use mobile first sales force automation solution which provides real time communication and powerful analytics for sales, distribution, strategy, hr and branding and have proven record of increasing productivity by over 70%.",,marketing analytics,retail software,35.29411764705882
biztalk server 2009,biztalk server 2010,94.73684210526316,,,,,,,web and application servers,web and application servers,100.0
biztalk server 2009,biztalk server 2013,89.47368421052632,,,,,,,web and application servers,web and application servers,100.0
biztalk server 2009,biztalk server 2016,89.47368421052632,,,,,,,web and application servers,web and application servers,100.0
biztalk server 2009,biztalk server 2020,94.73684210526316,,,,,,,web and application servers,web and application servers,100.0
biztalk server 2010,biztalk server 2013,94.73684210526316,,,,,,,web and application servers,web and application servers,100.0
biztalk server 2010,biztalk server 2013 r2,87.8048780487805,,,,,,,web and application servers,web and application servers,100.0
biztalk server 2010,biztalk server 2016,94.73684210526316,,,,,,,web and application servers,web and application servers,100.0
biztalk server 2010,biztalk server 2020,94.73684210526316,,,,,,,web and application servers,web and application servers,100.0
biztalk server 2013,biztalk server 2013 r2,92.6829268292683,,,,,,,web and application servers,web and application servers,100.0
biztalk server 2013,biztalk server 2016,94.73684210526316,,,,,,,web and application servers,web and application servers,100.0
biztalk server 2013,biztalk server 2020,89.47368421052632,,,,,,,web and application servers,web and application servers,100.0
biztalk server 2013 r2,biztalk server 2016,87.8048780487805,,,,,,,web and application servers,web and application servers,100.0
biztalk server 2016,biztalk server 2020,89.47368421052632,,,,,,,web and application servers,web and application servers,100.0
blitzz,blizz,90.9090909090909,blitzz.co,,,"blitzz is a smart, mobile platform designed to help users quickly deploy a high-quality video powered service and& collaboration app, without any technical development.",,,field service management software,video interview,41.666666666666664
blogin,blogmint,85.71428571428572,blogin.co,,,"share internal news and knowledge, boost collaboration, and improve team communication.",,,other collaboration software,influencer marketing,33.333333333333336
blue coat proxyav,blue coat proxysg,88.23529411764706,,,,,,,threat detection and prevention,threat detection and prevention,100.0
blue ocean brain,blue ocean brain lms,88.88888888888889,blueoceanbrain.com,,,transform your learning culture with custom microlearning.,"transform your learning culture with microlearning. fresh, relevant content and a world-class learner experience await.",61.01694915254237,talent management software,learning management systems,52.83018867924528
bmc control-d,bmc control-o,92.3076923076923,,,,,,,database tools,database tools,100.0
bmc control-d,bmc control-sa,88.88888888888889,,,,,,,database tools,identity and access management,27.27272727272727
bmc control-o,bmc control-sa,88.88888888888889,,,,,,,database tools,identity and access management,27.27272727272727
boardmax,boardmix,87.5,,boardmix.com,,,"boardmix is a leading collaborative whiteboard solution, offering an extensive array of versatile, powerful, and purpose-built tools specifically designed for project management and communication. its primary goal is to enhance productivity and efficiency by enabling teams to accomplish more within shorter timeframes. by harnessing a diverse range of cutting-edge technologies, boardmix facilitates seamless collaboration and idea exchange among team members. it seamlessly integrates various essential tools such as flowcharts, mind maps, venn diagrams, swot analyses, timelines, weekly plans, reverse brainstorming, and many others. with real-time functionality, teams can present and collaborate on ideas effortlessly.",,board management,team collaboration software,37.2093023255814
